idNum	Q_TotalDuration	individ score	GEOG SCORE	ART SCORE	LANG SCORE	WEIGHT SCORE	Copied_score	Condition	o_score	CopCopied	CopHobs	CopyFreq	CopScore	age	sex	edu	location	IC_1	IC_2	IC_3	IC_4	IC_5	IC_6	IC_7	IC_8	IC_9	IC_10	IC_11	IC_12	IC_13	IC_14	IC_15	IC_16	IC_17	IC_18	IC_19	IC_20	IC_21	IC_22	IC_23	IC_24	IC_25	IC_26	IC_27	IC_28	IC_29	IC_30	IC_31	IC_32	IC_33	IC_34	IC_35	IC_36	IC_37	IC_38	IC_39	IC_40	IC_41	IC_42	IC_43	IC_44	IC_45	IC_46	IC_47	IC_48	IC_49	IC_50	IC_51	IC_52	IC_53	IC_54	IC_55	IC_56	IC_57	IC_58	IC_59	IC_60	IC_61	IC_62	IC_63	IC_64	IC_65	IC_66	IC_67	IC_68	IC_69	IC_70	IC_71	IC_72	IC_73	IC_74	IC_75	IC_76	IC_77	IC_78	IC_79	IC_80	IC_81	IC_82	IC_83	IC_84	IC_85	IC_86	IC_87	IC_88	IC_89	IC_90	IC_91	IC_92	IC_93	IC_94	IC_95	IC_96	IC_97	IC_98	IC_99	IC_100	IC_101	IC_102	IC_103	IC_104	IC_105	IC_106	IC_107	IC_108	IC_109	IC_110	IC_111	IC_112	IC_113	IC_114	IC_115	IC_116	IC_117	IC_118	IC_119	IC_120	IC_121	IC_122	IC_123	IC_124	IC_125	IC_126	IC_127	IC_128	IC_129	IC_130	IC_131	IC_132	IC_133	IC_134	IC_135	IC_136	IC_137	IC_138	IC_139	IC_140	IC_141	IC_142	IC_143	IC_144	IC_145	IC_146	IC_147	IC_148	IC_149	IC_150	IC_151	IC_152	IC_153	IC_154	IC_155	IC_156	IC_157	IC_158	IC_159	IC_160	IC_161	IC_162	IC_163	IC_164	IC_165	IC_166	IC_167	IC_168	IC_169	IC_170	IC_171	IC_172	IC_173	IC_174	IC_175	IC_176	IC_177	IC_178	IC_179	IC_180	IC_181	IC_182	IC_183	IC_184	IC_185	IC_186	IC_187	IC_188	IC_189	IC_190	IC_191	IC_192	IC_193	IC_194	IC_195	IC_196	IC_197	IC_198	IC_199	IC_200	IC_201	IC_202	IC_203	IC_204	IC_205	IC_206	IC_207	IC_208	IC_209	IC_210	IC_211	IC_212	IC_213	IC_214	IC_215	IC_216	IC_217	IC_218	IC_219	IC_220	IC_221	IC_222	IC_223	IC_224	IC_225	IC_226	IC_227	IC_228	IC_229	IC_230	IC_231	IC_232	IC_233	IC_234	IC_235	IC_236	IC_237	IC_238	IC_239	IC_240	IC_241	IC_242	IC_243	IC_244	IC_245	IC_246	IC_247	IC_248	IC_249	IC_250	IC_251	IC_252	IC_253	IC_254	IC_255	IC_256	IC_257	IC_258	IC_259	IC_260	IC_261	IC_262	IC_263	IC_264	IC_265	IC_266	IC_267	IC_268	IC_269	IC_270	IC_271	IC_272	IC_273	IC_274	IC_275	IC_276	IC_277	IC_278	IC_279	IC_280	IC_281	IC_282	IC_283	IC_284	IC_285	IC_286	IC_287	IC_288	IC_289	IC_290	IC_291	IC_292	IC_293	IC_294	IC_295	IC_296	IC_297	IC_298	IC_299	IC_300	CopyFreq	CopScore	fr_1	fr_2	CopCopied	CopHobs	CopyFreq	CopScore
49	1177	69	13	20	16	20	0	B	69	0	1	1	0	39	Male	A level/ equivalent	greater manchester																																																																																One of their top three hobbies																																																																																																																																																																																																																													1	1	im not that good on geography	i thought i knew some of the answers so i didn't think i should copy	0	1	1	0
51	935	47	11	9	11	16	2	B	49	1	1	2	0	18	Female	A level/ equivalent	Stoke on Trent 																																																																																																																																																																																															One of their top three hobbies						How many times they were copied																																																																																																								2	1	It was hard for me to answer 	I thought I knew the answer 	1	1	2	0
54	1513	59	14	12	17	16	0	B	59	0	0	0	0	30	Female	Apprenticeship / trade / technical / vocational training	dunoon/glasgow																																																																																																																																																																																																																																																																																																													0	1	i didnt	just dont think its right	0	0	0	0
56	1244	59	14	13	14	18	5	B	64	5	4	9	0	25	Female	Apprenticeship / trade / technical / vocational training	Stratford 		How many times they were copied																																																																																	How many times they were copied																																																One of their top three hobbies												One of their top three hobbies																																	How many times they were copied																											How many times they were copied																																													How many times they were copied																		One of their top three hobbies												One of their top three hobbies																							9	1	I had no idea 	I just wanted to try it myself 	5	4	9	0
57	875	73	20	15	17	21	1	B	74	1	0	1	0	32	Male	Apprenticeship / trade / technical / vocational training	Exeter																																																																	How many times they were copied																																																																																																																																																																																																																																												1	1	didnt know	i felt confident enough to answrer	1	0	1	0
58	1773	54	14	7	14	19	0	B	54	0	0	0	0	45	Female	GCSE or equivalent	Liverpool																																																																																																																																																																																																																																																																																																													0	1	I didnt use this	I like to try to choose my own answers and not copy	0	0	0	0
65	1018	53	11	14	10	18	1	B	54	1	2	3	0	20	Female	A level/ equivalent	London											How many times they were copied																																																																																																																																																			One of their top three hobbies																																																																																																																		One of their top three hobbies																													3	1	Because I didn't know what to put for my answer	Because I knew the information	1	2	3	0
67	907	70	18	16	18	18	0	B	70	1	0	1	0	39	Female	Degree BSc/BA/equivalent	Aberdeen																																																																																																																																																					How many times they were copied																																																																																																																																																								1	1	Generally I dont	Id rather try myself	1	0	1	0
72	780	60	10	14	15	21	1	B	61	1	0	1	0	29	Female	Degree BSc/BA/equivalent	Nottingham																																																																																																																																																																																																		How many times they were copied																																																																																																											1	1	Was unsure	Trusted gut	1	0	1	0
73	943	72	19	15	15	23	0	B	72	0	0	0	0	25	Female	Degree BSc/BA/equivalent	Cardiff 																																																																																																																																																																																																																																																																																																													0	1	I didn't. 	I would rather try myself. 	0	0	0	0
75	1181	61	11	12	17	21	0	B	61	1	0	1	0	21	Male	A level/ equivalent	Bristol																																																																																																																																																																																																																																																		How many times they were copied																																																											1	1	I didn't	Would rather an educated guess than a random answer by someone else	1	0	1	0
79	1053	69	16	18	14	21	0	B	69	0	0	0	0	20	Female	GCSE or equivalent	Birmingham																																																																																																																																																																																																																																																																																																													0	1	I didnt	Easier	0	0	0	0
83	2166	78	20	20	18	20	0	B	78	0	0	0	0	49	Female	Degree BSc/BA/equivalent	Ventnor/Southampton 																																																																																																																																																																																																																																																																																																													0	1	I didn't. 	I could not make the copy button work. So could not use it! I would have used it alot in the language and weight section otherwise. I enjoyed this quiz and would be happy to do more. 	0	0	0	0
87	556	49	14	10	12	13	0	B	49	0	0	0	0	30	Male	Apprenticeship / trade / technical / vocational training	Exeter 																																																																																																																																																																																																																																																																																																													0	1	dont know the answer 	i felt confident in my answer 	0	0	0	0
90	1086	70	17	18	16	19	0	B	70	0	0	0	0	30	Female	Apprenticeship / trade / technical / vocational training	Cardiff																																																																																																																																																																																																																																																																																																													0	1	I didn't.	I like making decisions for myself.	0	0	0	0
97	746	56	16	13	10	17	1	B	57	0	1	1	0	39	Female	Apprenticeship / trade / technical / vocational training	Edinburgh																																						One of their top three hobbies																																																																																																																																																																																																																																																																							1	1	Didnt know answer	Choose to answer	0	1	1	0
102	1386	60	12	14	12	22	0	B	60	1	0	1	0	36	Male	GCSE or equivalent	Sheffield																																																																							How many times they were copied																																																																																																																																																																																																																																						1	1	Nwhen o had no idea and was intreged at others abilities	Rime restriction made me more lilely to at least guess	1	0	1	0
103	914	53	13	12	14	14	2	B	55	1	3	4	0	36	Female	Degree BSc/BA/equivalent	Aberdeen																							One of their top three hobbies																																										How many times they were copied																								One of their top three hobbies									One of their top three hobbies																																																																																																																																																																																																											4	1	Tried to match their interest e.g.  Educational question to reading hobby. Meditation to artistic question 	Didn't think hobby related to question topic 	1	3	4	0
106	1570	66	16	15	18	17	5	B	71	2	4	6	0	42	Male	A level/ equivalent	Hull																																																																				One of their top three hobbies																																																																																				How many times they were copied																																																																																													One of their top three hobbies			One of their top three hobbies																		One of their top three hobbies																											How many times they were copied								6	1	Didn't know	Knew answers or guesed	2	4	6	0
108	973	60	13	13	14	20	0	B	60	0	0	0	0	27	Female	GCSE or equivalent	Peterborough																																																																																																																																																																																																																																																																																																													0	1	I didnt	I wanted to test my knowledge	0	0	0	0
110	1239	67	15	19	14	19	2	B	69	3	1	4	0	38	Female	Degree BSc/BA/equivalent	Lowestoft																																																								One of their top three hobbies																																																			How many times they were copied																																										How many times they were copied																																																																																																																																				How many times they were copied																				4	1	Because I didnt know the answer 	because I didnt know if other people were right either so I might as well take a 50/50 chance	3	1	4	0
114	2039	66	11	19	15	21	0	B	66	0	0	0	0	34	Female	Degree BSc/BA/equivalent	Scarborough																																																																																																																																																																																																																																																																																																													0	1	I did not	"because choosing whom to copy based on how many other people had previously copied them seemed pretty random, and choosing based on hobbies quite impossible"	0	0	0	0
115	972	58	17	15	15	11	0	B	58	0	0	0	0	32	Female	A level/ equivalent	Lincoln																																																																																																																																																																																																																																																																																																													0	1	Stuck	Not a cheat	0	0	0	0
120	1098	59	15	13	16	15	0	B	59	0	0	0	0	42	Male	GCSE or equivalent	London 																																																																																																																																																																																																																																																																																																													0	1	Do no the answer 	Do no the answer 	0	0	0	0
121	1248	55	14	11	14	16	0	B	55	0	0	0	0	62	Male	GCSE or equivalent	Felixstowe																																																																																																																																																																																																																																																																																																													0	1	I did not copy any	I did not copy as I did not want to	0	0	0	0
125	1359	65	16	17	14	18	2	B	67	1	1	2	0	24	Male	A level/ equivalent	London																																																																																																																																																																				How many times they were copied																																																																																																															One of their top three hobbies																										2	1	Because I had no educated guess to what the answer could be	Because I felt like I could give an educated guess	1	1	2	0
128	1808	70	16	17	15	22	3	B	73	1	2	3	0	41	Male	GCSE or equivalent	Sheffield																																																																																																																																																																																																		How many times they were copied																																																						One of their top three hobbies																		One of their top three hobbies																																			3	1	Because i could not even guess the answer	I would take an educated guess	1	2	3	0
130	1434	60	13	8	17	22	6	B	66	6	3	9	0	33	Female	Apprenticeship / trade / technical / vocational training																																																																																																						How many times they were copied																																																												One of their top three hobbies																														How many times they were copied																																																									How many times they were copied			How many times they were copied			One of their top three hobbies						How many times they were copied																					How many times they were copied															One of their top three hobbies					9	1	because i was unsure	you dont know them	6	3	9	0
132	1041	63	15	13	16	19	1	B	64	1	0	1	0	39	Male	A level/ equivalent	Swansea																																																																																																																																																																																																																																																																																									How many times they were copied																				1	1	I didn't know the answer	To see how lucky I am	1	0	1	0
133	1479	69	14	17	20	18	2	B	71	2	2	4	0	44	Male	A level/ equivalent	manchester																																																																																																											How many times they were copied																																																																																																																																													One of their top three hobbies			One of their top three hobbies															How many times they were copied																																			4	1	luck and calculations	dependant on the subject matter	2	2	4	0
138	1054	56	13	12	15	16	7	B	63	7	3	10	0	34	Male	Masters level MSc/MRes/MA/equivalent	Manchester 																										How many times they were copied									How many times they were copied									One of their top three hobbies																																																																																																																																													One of their top three hobbies																																													How many times they were copied			How many times they were copied									One of their top three hobbies																								How many times they were copied												How many times they were copied															How many times they were copied								10	1	They have a higher chance of getting it right	They might be wrong 	7	3	10	0
146	866	76	18	16	19	23	5	B	81	1	6	7	0	28	Male	A level/ equivalent	canterbury																																																																																																																																																														One of their top three hobbies																																							One of their top three hobbies																														One of their top three hobbies																					One of their top three hobbies																		One of their top three hobbies															One of their top three hobbies															How many times they were copied					7	1	Only if I felt the topic would lend itself to a knowledge base rooted in obvious hobbies	"Insufficient information available from hobbies - might as well guess! Previous ""copied score"" is useless"	1	6	7	0
147	1817	46	12	10	11	13	1	B	47	1	0	1	0	19	Male	GCSE or equivalent	Wolverhampton																																																																																																																																																																																																																																												How many times they were copied																																																																	1	1	No clue 	A clue	1	0	1	0
150	1365	74	19	14	20	21	0	B	74	0	0	0	0	54	Male	GCSE or equivalent	torquay																																																																																																																																																																																																																																																																																																													0	1	not needed	not needed	0	0	0	0
3	779	65	15	22	14	14	0	C	65	0	0	0	0	23	Female	A level/ equivalent	Halifax																																																																																																																																																																																																																																																																																																													0	1	I didnt	My guess was as good as theirs	0	0	0	0
8	1221	56	9	16	14	17	4	C	60	1	0	7	6	29	Male	Masters level MSc/MRes/MA/equivalent	manchester															Their score on the quiz									How many times they were copied																																																																																																																																																			Their score on the quiz									Their score on the quiz									Their score on the quiz						Their score on the quiz			Their score on the quiz																																																																																																							7	1	i do no known	to be specific	1	0	7	6
9	1637	25	0	8	16	1	0	C	25	0	0	1	0	60	Female	Degree BSc/BA/equivalent	Sheffied																																																																																																																																																																																																																																																																											Their score on the quiz																																		1	1	I do not	Is is cheating	0	0	1	0
12	1024	77	18	23	15	21	0	C	77	0	0	2	2	55	Male	Degree BSc/BA/equivalent	Cambridge			Their score on the quiz																																																																																																																																																																																																																																																																								Their score on the quiz																																		2	1	wasn't convinced that my answer was correct	i was sure of the answer	0	0	2	2
13	1034	55	15	11	14	15	1	C	56	1	0	1	0	30	Female	Masters level MSc/MRes/MA/equivalent	London 																																																																																																																																																																																																						How many times they were copied																																																																																																							1	1			1	0	1	0
17	2261	73	17	18	20	18	2	C	75	0	0	3	3	24	Female	Masters level MSc/MRes/MA/equivalent	St Andrews									Their score on the quiz																																																																																																																																																																																										Their score on the quiz																																																																																				Their score on the quiz																						3	1	I don't know anything about the specific question.	I know the answer or at least something about the question.	0	0	3	3
19	1148	60	13	16	13	18	1	C	61	0	0	1	1	29	Female	Masters level MSc/MRes/MA/equivalent	Manchester 																																	Their score on the quiz																																																																																																																																																																																																																																																																												1	1	If I didn't know the answer copying would give me a chance of getting the answer right	Incase that persons answer was wrong	0	0	1	1
23	1117	53	9	16	11	17	20	C	73	0	0	31	31	37	Male	A level/ equivalent	Manchester			Their score on the quiz			Their score on the quiz			Their score on the quiz						Their score on the quiz			Their score on the quiz			Their score on the quiz			Their score on the quiz																		Their score on the quiz			Their score on the quiz			Their score on the quiz			Their score on the quiz						Their score on the quiz												Their score on the quiz												Their score on the quiz									Their score on the quiz												Their score on the quiz																																										Their score on the quiz															Their score on the quiz						Their score on the quiz						Their score on the quiz						Their score on the quiz												Their score on the quiz			Their score on the quiz						Their score on the quiz						Their score on the quiz			Their score on the quiz																														Their score on the quiz																														Their score on the quiz						Their score on the quiz																		Their score on the quiz						Their score on the quiz				31	1	Didn't know the answer	Thought I knew the answer or could at least make an educated guess!	0	0	31	31
27	730	52	9	13	13	17	3	C	55	1	0	4	3	25	Female	A level/ equivalent	Los Angeles 			How many times they were copied																																	Their score on the quiz																																				Their score on the quiz																																																																																																																																																																					Their score on the quiz																																																																4	1	Cause I didn't know the answer	Cause I knew the answer	1	0	4	3
29	1140	63	14	20	14	15	0	C	63	0	0	0	0	41	Male	GCSE or equivalent	CARDIFF																																																																																																																																																																																																																																																																																																													0	1	TO LEARN IT 	ITS A FORM OF CHEATING 	0	0	0	0
31	2256	42	14	10	5	13	12	C	54	2	0	20	18	63	Male	No formal education completed	newcastle																																													Their score on the quiz																		How many times they were copied			Their score on the quiz																		Their score on the quiz																																													How many times they were copied												Their score on the quiz									Their score on the quiz									Their score on the quiz									Their score on the quiz									Their score on the quiz			Their score on the quiz						Their score on the quiz						Their score on the quiz						Their score on the quiz									Their score on the quiz			Their score on the quiz									Their score on the quiz												Their score on the quiz																																				Their score on the quiz												Their score on the quiz																						20	1	i am a bit of a dum 	i thought i might know it	2	0	20	18
32	1496	74	13	21	19	21	0	C	74	0	0	1	1	62	Female	Masters level MSc/MRes/MA/equivalent	Exeter																																																																																																																																																																																																																																																																											Their score on the quiz																																		1	1	I did not copy any answers because I preferred to take an educated guess when I did not know the answer.	Ditto above	0	0	1	1
34	1022	77	18	22	18	19	0	C	77	0	0	0	0	64	Male	Apprenticeship / trade / technical / vocational training	Durham																																																																																																																																																																																																																																																																																																													0	1	i did not	i thought i knew the answer	0	0	0	0
36	2313	61	17	13	15	16	0	C	61	0	0	0	0	30	Female	Masters level MSc/MRes/MA/equivalent	Newport																																																																																																																																																																																																																																																																																																													0	1	I didnt	Because it is always better to be honest whether you know the answer or not	0	0	0	0
40	1016	50	12	12	11	15	0	C	50	0	0	1	1	29	Female	GCSE or equivalent	st helens																																																																																																																																																																																				Their score on the quiz																																																																																																																									1	1	i only copied one	it took to lobg to copy i would just ratger guess	0	0	1	1
44	888	54	13	12	12	17	0	C	54	0	0	0	0	25	Male	Masters level MSc/MRes/MA/equivalent	Exeter																																																																																																																																																																																																																																																																																																													0	1	Dunno tbh m8 	Cuz dey got da ting wrong innit fam and den u look like a right chungting 	0	0	0	0
47	995	66	17	19	13	17	0	C	66	0	0	0	0	43	Female	Degree BSc/BA/equivalent	london																																																																																																																																																																																																																																																																																																													0	1	no idea	it is original	0	0	0	0
50	1031	73	17	18	15	23	0	C	73	0	0	0	0	45	Female	Degree BSc/BA/equivalent	London																																																																																																																																																																																																																																																																																																													0	1	I don't like copying answers	I don't like wasting time so I make a decision on which answer I think is correct	0	0	0	0
62	790	52	12	9	13	18	0	C	52	0	0	1	1	26	Female	Degree BSc/BA/equivalent	london																								Their score on the quiz																																																																																																																																																																																																																																																																																					1	1	I dont know the answer	I dont want to	0	0	1	1
68	1155	58	14	11	14	19	0	C	58	0	0	0	0	44	Female	Degree BSc/BA/equivalent	Cumnock																																																																																																																																																																																																																																																																																																													0	1	I didnt	Like my own answers	0	0	0	0
69	1269	42	10	3	11	18	19	C	61	1	0	32	31	44	Female	Masters level MSc/MRes/MA/equivalent	Hull									Their score on the quiz															Their score on the quiz																																																																																				Their score on the quiz			Their score on the quiz												Their score on the quiz																											Their score on the quiz									Their score on the quiz						Their score on the quiz												Their score on the quiz												How many times they were copied																		Their score on the quiz									Their score on the quiz									Their score on the quiz			Their score on the quiz			Their score on the quiz									Their score on the quiz			Their score on the quiz			Their score on the quiz			Their score on the quiz			Their score on the quiz			Their score on the quiz						Their score on the quiz						Their score on the quiz						Their score on the quiz			Their score on the quiz			Their score on the quiz			Their score on the quiz						Their score on the quiz			Their score on the quiz			Their score on the quiz			Their score on the quiz			Their score on the quiz	32	1	Because I didn't know the answer and if they have a higher score they will have been more likely to get that question correct	Bc I knew the answer and lower scores meant they are more likely to not know that answer	1	0	32	31
70	807	44	12	10	9	13	0	C	44	0	0	0	0	37	Female	Masters level MSc/MRes/MA/equivalent	London																																																																																																																																																																																																																																																																																																													0	1	I dont know	Maybe there wrong	0	0	0	0
80	1144	60	17	15	15	13	0	C	60	0	0	0	0	51	Female	GCSE or equivalent	Staffordshire																																																																																																																																																																																																																																																																																																													0	1	I didn't copy anyone else at all	I wanted to have a go with just my own answers	0	0	0	0
85	1183	69	16	18	13	22	0	C	69	0	0	1	1	58	Male	Apprenticeship / trade / technical / vocational training	oxford			Their score on the quiz																																																																																																																																																																																																																																																																																																										1	1	easier	thought i had the correct answer	0	0	1	1
86	799	59	16	9	12	22	9	C	68	1	0	12	11	29	Male	Masters level MSc/MRes/MA/equivalent	Edinburgh									Their score on the quiz																																																																																																																																																						Their score on the quiz																																							Their score on the quiz						Their score on the quiz																					Their score on the quiz			Their score on the quiz															Their score on the quiz						Their score on the quiz															Their score on the quiz																														How many times they were copied			Their score on the quiz			Their score on the quiz	12	1	didn't know	knew answer	1	0	12	11
88	910	56	12	12	16	16	1	C	57	0	0	2	2	34	Male	GCSE or equivalent	Swindon																																							Their score on the quiz																		Their score on the quiz																																																																																																																																																																																																																																																				2	1	Unsure urself	Could b wrong 	0	0	2	2
89	911	62	13	14	17	18	0	C	62	1	0	1	0	37	Female	Degree BSc/BA/equivalent	Derby																																																																								How many times they were copied																																																																																																																																																																																																																																					1	1	I did not copy	I thught I knew	1	0	1	0
94	1653	58	16	8	12	22	5	C	63	9	0	11	2	47	Male	Degree BSc/BA/equivalent	London			How many times they were copied						How many times they were copied																																																Their score on the quiz																																																			How many times they were copied																																																																																																Their score on the quiz																								How many times they were copied																		How many times they were copied																					How many times they were copied									How many times they were copied						How many times they were copied									How many times they were copied										11	1	I had no clue in the answer	I thought I know the answer	9	0	11	2
96	919	68	16	14	18	20	2	C	70	0	0	2	2	29	Female	Degree BSc/BA/equivalent	Staffordshire 																																																			Their score on the quiz																																																																																																																																																																																																																																							Their score on the quiz																			2	1	I hoped they‰Ûªd know the answer 	Speed	0	0	2	2
98	1077	67	12	19	16	20	1	C	68	1	0	2	1	28	Female	GCSE or equivalent	Bristol 																																							How many times they were copied																																																																																																																																																																																													Their score on the quiz																																																																									2	1	Because I really wasn‰Ûªt sure of the answer	Because I could guess the answer 	1	0	2	1
99	1561	60	12	15	14	19	4	C	64	1	0	4	3	66	Female	GCSE or equivalent	exeter																																																																																																																																																															Their score on the quiz																																																																								Their score on the quiz																																							Their score on the quiz																		How many times they were copied													4	1	not sure of the answer	thought i knew the answer	1	0	4	3
109	869	81	18	24	19	20	0	C	81	0	0	0	0	46	Female	Masters level MSc/MRes/MA/equivalent	Colchester																																																																																																																																																																																																																																																																																																													0	1	Didn‰Ûªt copy	Wanted to do it myself	0	0	0	0
111	1692	67	16	14	16	21	0	C	67	0	0	0	0	39	Female	GCSE or equivalent	cardiff																																																																																																																																																																																																																																																																																																													0	1	i didnt	i wanted to see how well i could do on my own	0	0	0	0
117	1098	53	12	9	12	20	1	C	54	0	0	1	1	37	Female	A level/ equivalent	Edinburgh																																																																																																																																																															Their score on the quiz																																																																																																																																														1	1	When i get bit stuck	Good to answer urself	0	0	1	1
119	1109	65	12	17	16	20	1	C	66	1	0	2	1	18	Female	A level/ equivalent	Brighton																																																																																										How many times they were copied																					Their score on the quiz																																																																																																																																																																																														2	1	may have better general knowledge	time purposes	1	0	2	1
122	2573	73	20	14	17	22	0	C	73	0	0	0	0	31	Female	Degree BSc/BA/equivalent	LONDON																																																																																																																																																																																																																																																																																																													0	1	i didnt copy anyone answer	cos i wanted to answer them on my own	0	0	0	0
127	1341	49	9	14	11	15	12	C	61	10	0	16	6	30	Male	Prefer not to say	South Yorkshire						Their score on the quiz			How many times they were copied																		How many times they were copied																		How many times they were copied																																	How many times they were copied												Their score on the quiz																																				Their score on the quiz																											How many times they were copied																																	Their score on the quiz			How many times they were copied						How many times they were copied									How many times they were copied																																	Their score on the quiz																																	Their score on the quiz												How many times they were copied															How many times they were copied				16	1	"I thought if they did well/were copied a lot it might be right, and I didn't know the answer"	"I wanted to try and learn for myself, even though it was very fast and I often didn't know"	10	0	16	6
129	633	55	13	10	15	17	1	C	56	0	0	1	1	18	Male	Prefer not to say	Southampton 																																																																																																																																																																																																																								Their score on the quiz																																																																																					1	1	DId not know answer	Had an idea of answer	0	0	1	1
135	594	55	12	17	13	13	5	C	60	1	0	5	4	35	Male	Doctorate	Glasgow																																													Their score on the quiz																																																																																																																																													Their score on the quiz			Their score on the quiz						Their score on the quiz									How many times they were copied																																																																																																	5	1	It was easier	I knew it	1	0	5	4
136	1331	63	16	14	14	19	0	C	63	0	0	2	2	37	Male	A level/ equivalent	Bury st Edmunds 																																																																																																																																																						Their score on the quiz																																																									Their score on the quiz																																																																																														2	1	Just didn't know the answer 	Because I was confident of the answer 	0	0	2	2
139	1051	62	13	12	16	21	1	C	63	0	0	1	1	23	Male	GCSE or equivalent	Runcorn																																													Their score on the quiz																																																																																																																																																																																																																																																																1	1	Help me time to time	Might be wrong	0	0	1	1
140	3298	55	17	7	15	16	2	C	57	0	0	2	2	31	Male	GCSE or equivalent	nottingham																																																																																							Their score on the quiz																																																																																																																																																																																													Their score on the quiz																									2	1	had nno idea	prefer to make a guess	0	0	2	2
141	1395	46	14	10	12	10	2	C	48	1	0	3	2	19	Male	GCSE or equivalent	Laindon 																																																																		Their score on the quiz																																																																																																																																																																																													Their score on the quiz																																				How many times they were copied										3	1	Because i did not understand the question or i did not know anything about the two answers i got given	Because i like to learn individually sometimes and if i dont make mistakes how can i learn from them	1	0	3	2
143	779	57	12	13	19	13	0	C	57	0	0	0	0	29	Male	A level/ equivalent	Blackpool																																																																																																																																																																																																																																																																																																													0	1	I didn't copy anybodys answer	That is cheating	0	0	0	0
144	486	44	11	12	8	13	5	C	49	3	0	6	3	18	Male	Doctorate	Southampyon																																																			How many times they were copied																																																																																							Their score on the quiz																																				Their score on the quiz			How many times they were copied																																				Their score on the quiz																																										How many times they were copied																																														6	1	I don't no 	I don't no 	3	0	6	3
145	2088	90	23	23	21	23	0	C	90	0	0	0	0	48	Male	Doctorate	swansea																																																																																																																																																																																																																																																																																																													0	1	i didn't	I know the answers	0	0	0	0
148	689	53	13	13	14	13	0	C	53	0	0	0	0	27	Male	GCSE or equivalent	Stockton On Tees																																																																																																																																																																																																																																																																																																													0	1	I don't	because its cheating	0	0	0	0
149	1444	62	19	16	11	16	0	C	62	0	0	0	0	27	Male	Prefer not to say	Glasgow																																																																																																																																																																																																																																																																																																													0	1	Didn't do	I want my own answers	0	0	0	0
154	981	58	14	11	12	21	11	C	69	0	0	17	17	27	Male	A level/ equivalent	London									Their score on the quiz																																																																																																																																													Their score on the quiz																		Their score on the quiz									Their score on the quiz												Their score on the quiz						Their score on the quiz												Their score on the quiz									Their score on the quiz												Their score on the quiz																					Their score on the quiz			Their score on the quiz			Their score on the quiz												Their score on the quiz															Their score on the quiz						Their score on the quiz			Their score on the quiz						Their score on the quiz				17	1	Had no idea of the answer	I had an idea of the answer	0	0	17	17
155	1222	67	14	16	17	20	2	C	69	1	0	2	1	35	Male	GCSE or equivalent	London																																																																																																																																																																																																																																							How many times they were copied																																																			Their score on the quiz																			2	1	Only did it twice	Wanted to test myself	1	0	2	1
156	705	63	17	12	18	16	0	C	63	0	0	0	0	18	Male	GCSE or equivalent	Essex																																																																																																																																																																																																																																																																																																													0	1	To get it right	If it is wrong	0	0	0	0
